"Source","SourceLabels","Relation","Target","TargetLabels"
"食管癌","Disease","complication","低血钾","Symptom"
"低血钾","Symptom","complication","食管癌","Disease"
"食管癌","Disease","complication","消瘦","Symptom"
"消瘦","Symptom","complication","食管癌","Disease"
"食管癌","Disease","complication","晕厥","Disease"
"晕厥","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","腹水","Disease"
"腹水","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","气管","Complication"
"气管","Complication","complication","食管癌","Disease"
"食管癌","Disease","complication","呕吐","Disease"
"呕吐","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","脱水","Disease"
"脱水","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","体重减轻","Symptom"
"体重减轻","Symptom","complication","食管癌","Disease"
"食管癌","Disease","complication","电解质紊乱","Disease"
"电解质紊乱","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","吸入性肺炎","Disease"
"吸入性肺炎","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","出血","Disease"
"出血","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","干燥","Complication"
"干燥","Complication","complication","食管癌","Disease"
"食管癌","Disease","complication","血钾","Complication"
"血钾","Complication","complication","食管癌","Disease"
"食管癌","Disease","complication","麻痹","Symptom"
"麻痹","Symptom","complication","食管癌","Disease"
"食管癌","Disease","complication","昏迷","Disease"
"昏迷","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","关节病","Complication"
"关节病","Complication","complication","食管癌","Disease"
"食管癌","Disease","complication","失水","Symptom"
"失水","Symptom","complication","食管癌","Disease"
"食管癌","Disease","complication","肺炎","Disease"
"肺炎","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","呼吸困难","Symptom"
"呼吸困难","Symptom","complication","食管癌","Disease"
"食管癌","Disease","complication","无力","Symptom"
"无力","Symptom","complication","食管癌","Disease"
"食管癌","Disease","complication","唾液","Complication"
"唾液","Complication","complication","食管癌","Disease"
"食管癌","Disease","complication","发热","Disease"
"发热","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","黄疸","Disease"
"黄疸","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","硬皮病","Disease"
"硬皮病","Disease","complication","食管癌","Disease"
"食管癌","Disease","complication","溃疡","Disease"
"溃疡","Disease","complication","食管癌","Disease"
"咽食管憩室","Disease","complication","黏膜糜烂","Complication"
"黏膜糜烂","Complication","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","糖尿病","Disease"
"糖尿病","Disease","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","糜烂","Complication"
"糜烂","Complication","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","反流","Complication"
"反流","Complication","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","食管","Complication"
"食管","Complication","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","糖尿","Symptom"
"糖尿","Symptom","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","肺不张","Disease"
"肺不张","Disease","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","哮喘","Disease"
"哮喘","Disease","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","声音嘶哑","Symptom"
"声音嘶哑","Symptom","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","营养不良","Disease"
"营养不良","Disease","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","憩室炎","Disease"
"憩室炎","Disease","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","肺脓肿","Disease"
"肺脓肿","Disease","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","憩室病","Disease"
"憩室病","Disease","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","穿孔","Complication"
"穿孔","Complication","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","食管憩室","Disease"
"食管憩室","Disease","complication","咽食管憩室","Disease"
"咽食管憩室","Disease","complication","感染","Disease"
"感染","Disease","complication","咽食管憩室","Disease"
"食管憩室","Disease","complication","反流","Complication"
"反流","Complication","complication","食管憩室","Disease"
"食管憩室","Disease","complication","硬皮病","Disease"
"硬皮病","Disease","complication","食管憩室","Disease"
"食管憩室","Disease","complication","炎症","Complication"
"炎症","Complication","complication","食管憩室","Disease"
"食管憩室","Disease","complication","肿瘤","Disease"
"肿瘤","Disease","complication","食管憩室","Disease"
"食管憩室","Disease","complication","反流食管炎","Disease"
"反流食管炎","Disease","complication","食管憩室","Disease"
"食管憩室","Disease","complication","糖尿","Symptom"
"糖尿","Symptom","complication","食管憩室","Disease"
"食管憩室","Disease","complication","糖尿病","Disease"
"糖尿病","Disease","complication","食管憩室","Disease"
"食管憩室","Disease","complication","出血","Disease"
"出血","Disease","complication","食管憩室","Disease"
"食管憩室","Disease","complication","溃疡","Disease"
"溃疡","Disease","complication","食管憩室","Disease"
"食管憩室","Disease","complication","食管","Complication"
"食管","Complication","complication","食管憩室","Disease"
"食管憩室","Disease","complication","痉挛","Complication"
"痉挛","Complication","complication","食管憩室","Disease"
"食管憩室","Disease","complication","穿孔","Complication"
"穿孔","Complication","complication","食管憩室","Disease"
"新生儿先天性膈疝","Disease","complication","食管","Complication"
"食管","Complication","complication","新生儿先天性膈疝","Disease"
"新生儿先天性膈疝","Disease","complication","反流食管炎","Disease"
"反流食管炎","Disease","complication","新生儿先天性膈疝","Disease"
"食管息肉","Disease","complication","溃疡","Disease"
"溃疡","Disease","complication","食管息肉","Disease"
"食管息肉","Disease","complication","关节病","Complication"
"关节病","Complication","complication","食管息肉","Disease"
"食管息肉","Disease","complication","骨性关节炎","Disease"
"骨性关节炎","Disease","complication","食管息肉","Disease"
"食管息肉","Disease","complication","出血","Disease"
"出血","Disease","complication","食管息肉","Disease"
"食管息肉","Disease","complication","食管","Complication"
"食管","Complication","complication","食管息肉","Disease"
"食管息肉","Disease","complication","呕吐","Disease"
"呕吐","Disease","complication","食管息肉","Disease"
"食管息肉","Disease","complication","Marie—Bamberger综合征","Disease"
"Marie—Bamberger综合征","Disease","complication","食管息肉","Disease"
"食管息肉","Disease","complication","窒息","Disease"
"窒息","Disease","complication","食管息肉","Disease"
"咽部及颈部食管闭合性损伤","Disease","complication","纵隔炎","Disease"
"纵隔炎","Disease","complication","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","complication","食管","Complication"
"食管","Complication","complication","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","complication","气胸","Disease"
"气胸","Disease","complication","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","complication","感染","Disease"
"感染","Disease","complication","咽部及颈部食管闭合性损伤","Disease"
"先天性短食管","Disease","complication","气管","Complication"
"气管","Complication","complication","先天性短食管","Disease"
"先天性短食管","Disease","complication","肺炎","Disease"
"肺炎","Disease","complication","先天性短食管","Disease"
"麻痹性肠梗阻","Disease","complication","食管","Complication"
"食管","Complication","complication","麻痹性肠梗阻","Disease"
"门静脉血栓形成","Disease","complication","食管胃底静脉曲张","Disease"
"食管胃底静脉曲张","Disease","complication","门静脉血栓形成","Disease"
"门静脉血栓形成","Disease","complication","食管","Complication"
"食管","Complication","complication","门静脉血栓形成","Disease"
"嗜酸细胞性胃肠炎","Disease","complication","食管","Complication"
"食管","Complication","complication","嗜酸细胞性胃肠炎","Disease"
"自发性食管破裂","Disease","complication","脉搏","Complication"
"脉搏","Complication","complication","自发性食管破裂","Disease"
"自发性食管破裂","Disease","complication","躁动不安","Complication"
"躁动不安","Complication","complication","自发性食管破裂","Disease"
"自发性食管破裂","Disease","complication","缺氧","Complication"
"缺氧","Complication","complication","自发性食管破裂","Disease"
"自发性食管破裂","Disease","complication","面色苍白","Symptom"
"面色苍白","Symptom","complication","自发性食管破裂","Disease"
